ids,titles,Date
jzS_9Rl14ZM,Caller Can&#39;t Understand Why People Hate Trump,2020-06-01 00:15:00+00:00
JRgCl4Pt1nw,The Tattling on Cenk &amp; Kyle Has to Stop,2020-05-30 22:45:00+00:00
DRd23RZf1OY,SHOCK: Fox News Poll Most Devastating to Trump Yet,2020-05-26 22:45:01+00:00
F0aFoqc3SG8,"AZ SHOCK: Republican Losing by 13, Trump Losing by 7",2020-05-24 21:30:01+00:00
HTHKvxOxqGI,Trump Press Secy Kayleigh McEnany Barely Keeps It Together,2020-05-21 20:00:04+00:00
AstouM9ncZo,Trump Cabinet Meeting a House of Horrors Freakshow,2020-05-20 20:00:01+00:00
dBMhsFEjNoA,The World Has Stopped Laughing. Now They Pity Us,2020-05-18 22:45:00+00:00
La-TGNBUl1U,Eric Trump Proves He&#39;s the Dumb(est) One,2020-05-18 21:30:01+00:00
G-VLgQXqDUo,Trump Exposed As Clueless in Brutal Fox News Interview,2020-05-14 20:00:06+00:00
yyKAPFXKauY,"Furious Trumpist Calls In, Implodes",2020-05-09 23:45:02+00:00
IsMsIo_rMQ4,Trump Spends Entire Day Off Rage-Tweeting,2020-05-05 20:00:08+00:00
KTLZ-oAHvZc,Sweaty Speed Trump Holds Vile Town Hall,2020-05-04 20:00:05+00:00
3ydicb1KT20,SHOCK: Fox Host ADMITS Trump Serious About Injecting Bleach,2020-04-28 03:45:01+00:00
StTPOlruyDk,US a Global Laughingstock Over Trump Bleach Injection,2020-04-28 00:45:00+00:00
8uhj0nXoIe0,"Trump Bleachgate Explosion, Spends Weekend Rage-Tweeting",2020-04-27 20:00:04+00:00
lTgI94gmM54,Fox&#39;s Judge Jeanine Off Rails in Historically Toxic Show,2020-04-21 21:30:02+00:00
TJTgFGRDa0s,CNN Should Be Embarrassed About Disgusting Debate,2019-08-02 21:30:02+00:00
y0_RNKLbWro,"Business Genius Trump Lost $1 Billion, Claims It's ""Strategy""",2019-05-19 21:30:02+00:00
lpR1DX6_LnA,Trump's Latest Tantrum May Be Craziest Yet,2019-10-18 21:30:02+00:00
wC4E9CbNQDs,"Visibly Sweaty Trump Confused by ""Busing"" & ""Liberalism""",2019-07-02 21:30:02+00:00
SUSQfBLc5yI,Trump Repeats NZ Shooter's Rhetoric Verbatim,2019-03-19 21:30:02+00:00
